Symbol,Name,Country,IPO Year,Volume,Sector,Industry
STON,StoneMor Inc. Common Stock,United States,2004,106861,,
STOR,STORE Capital Corporation Common Stock,United States,2014,1402906,Consumer Services,Real Estate Investment Trusts
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,,2021,163,,
STT,State Street Corporation Common Stock,United States,,1096255,Finance,Investment Managers
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,United States,,31173,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,58331,,
STVN,Stevanato Group S.p.A. Ordinary Shares,,2021,83267,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,2009,874968,Consumer Services,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,United States,,1197241,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,United States,,29,,
SU,Suncor Energy  Inc. Common Stock,Canada,,6009082,,
SUI,Sun Communities Inc. Common Stock,United States,1993,535692,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,2015,756415,Capital Goods,Building Materials
SUN,Sunoco LP Common Units representing limited partner interests,United States,2012,156728,Energy,Oil Refining/Marketing
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,United States,2021,621778,Finance,Diversified Financial Services
SUP,Superior Industries International Inc. Common Stock (DE),United States,,48314,Capital Goods,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,2016,342498,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,2018,828801,Basic Industries,Paper
SWCH,Switch Inc. Class A Common Stock,,2017,3595179,Technology,EDP Services
SWI,SolarWinds Corporation Common Stock,United States,2018,332123,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,United States,,839917,Capital Goods,Diversified Manufacture
SWM,Schweitzer-Mauduit International Inc. Common Stock,United States,,73210,Basic Industries,Paper
SWN,Southwestern Energy Company Common Stock,United States,,10795618,Energy,Oil & Gas Production
SWT,Stanley Black & Decker Inc. Corporate Unit,United States,2019,1528,Capital Goods,Diversified Manufacture
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,,170560,Public Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,,11785,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,United States,2011,368633,,
SXI,Standex International Corporation Common Stock,United States,,32109,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,,144535,Basic Industries,Major Chemicals
SYF,Synchrony Financial Common Stock,United States,2014,3709483,Finance,Diversified Financial Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,73517,,
SYK,Stryker Corporation Common Stock,United States,,1062136,Health Care,Medical/Dental Instruments
SYY,Sysco Corporation Common Stock,United States,,1684371,Consumer Non-Durables,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,2012,9762,,
T,AT&T Inc.,United States,,33668802,Consumer Services,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,27221,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,36472,,
TAC,TransAlta Corporation Ordinary Shares,Canada,,100528,Public Utilities,Electric Utilities: Central
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,United States,2021,921,Finance,Business Services
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),,2018,3043309,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,China,,16184370,Miscellaneous,Service to the Health Industry
TALO,Talos Energy Inc. Common Stock,,2018,979816,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,,658022,Consumer Non-Durables,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Israel,,10680,Health Care,Biotechnology: Pharmaceutical Preparations
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,2017,69329,Consumer Services,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,2018,28108,Consumer Services,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,United States,,220724,Technology,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,,3339,Finance,Real Estate
TCN,Tricon Residential Inc. Common Shares,,2021,99174,,
TCS,Container Store (The) Common Stock,,2013,287714,Consumer Services,Catalog/Specialty Distribution
TD,Toronto Dominion Bank (The) Common Stock,Canada,,2008650,,
TDC,Teradata Corporation Common Stock,United States,,701786,Technology,EDP Services
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,,2021,604165,,
TDF,Templeton Dragon Fund Inc. Common Stock,United States,,187888,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,United States,2006,484123,Capital Goods,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,United States,2015,6282991,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,,430474,Public Utilities,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,United States,,7161,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,United States,,117266,,
TDW,Tidewater Inc. Common Stock,United States,2017,59171,Energy,Oilfield Services/Equipment
TDY,Teledyne Technologies Incorporated Common Stock,United States,,145919,Capital Goods,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,,2019,12369,Finance,Trusts Except Educational Religious and Charitable
TECK,Teck Resources Ltd Ordinary Shares,Canada,,3635396,,
TEF,Telefonica SA Common Stock,Spain,1988,4494853,Public Utilities,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,1993,82132,Finance,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,,1678369,Capital Goods,Industrial Machinery/Components
TEN,Tenneco Inc. Class A Voting Common Stock,United States,,706695,Capital Goods,Auto Parts:O.E.M.
TEO,Telecom Argentina SA,Argentina,,71354,Public Utilities,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,,9300877,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,United States,,259902,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,,3114882,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,United States,,4096,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,21684,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,52050,,
TFII,TFI International Inc. Common Shares,,,187178,,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,,2021,29,,
TFX,Teleflex Incorporated Common Stock,United States,,360104,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,,94922,Capital Goods,Metal Fabrications
TGH,Textainer Group Holdings Limited Common Shares,Bermuda,2007,259139,Technology,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,Bermuda,,2032,,
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,Bermuda,,13304,,
TGI,Triumph Group Inc. Common Stock,United States,1996,296306,Capital Goods,Aerospace
TGNA,TEGNA Inc,United States,,2100992,Consumer Services,Broadcasting
TGP,Teekay LNG Partners L.P.,Bermuda,2005,429333,Transportation,Marine Transportation
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,5187,,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,7559,,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,,197181,Public Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,,3050896,Consumer Services,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,United States,,422170,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,United States,,112445,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,United States,,443687,Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,United States,2014,42164,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,United States,2011,41923,Consumer Durables,Electrical Products
THS,Treehouse Foods Inc. Common Stock,United States,,339949,Consumer Non-Durables,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,United States,2015,67233,Finance,Finance Companies
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,,2020,251458,Public Utilities,Telecommunications Equipment
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,Singapore,2021,18353,Finance,Business Services
TISI,Team Inc. Common Stock,United States,,678623,,
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,2021,83716,,
TJX,TJX Companies Inc. (The) Common Stock,United States,,4958059,Consumer Services,Department/Specialty Retail Stores
TK,Teekay Corporation Common Stock,Bermuda,,841769,Transportation,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,,1560872,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The) Common Stock,United States,,288504,Capital Goods,Metal Fabrications
TLGA,TLG Acquisition One Corp. Class A Common Stock,,2021,24,,
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,,148202,Public Utilities,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,United States,2012,424595,,
TM,Toyota Motor Corporation Common Stock,Japan,,255467,Capital Goods,Auto Manufacturing
TMAC,The Music Acquisition Corporation Class A Common Stock,,2021,105,,
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,,2018,11474550,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,2013,546447,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,,1283240,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TMST,TimkenSteel Corporation Common Shares,United States,2014,709637,Basic Industries,Steel/Iron Ore
TMX,Terminix Global Holdings Inc. Common Stock,,2014,486308,Miscellaneous,Other Consumer Services
TNC,Tennant Company Common Stock,United States,,24880,Capital Goods,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,,2014,123796,Technology,Diversified Commercial Services
TNK,Teekay Tankers Ltd.,Bermuda,2007,233550,Transportation,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,,338885,Transportation,Other Consumer Services
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,2002,155731,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,Greece,,5826,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,6510,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,9666,,
TOL,Toll Brothers Inc. Common Stock,United States,,488534,Capital Goods,Homebuilding
TOST,Toast Inc. Class A Common Stock,,2021,2317273,Technology,EDP Services
TPB,Turning Point Brands Inc. Common Stock,United States,2016,118148,Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,,249493,Capital Goods,Engineering & Construction
TPGS,TPG Pace Solutions Corp. Class A Ordinary Shares,,2021,1039363,Finance,Business Services
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,United States,2020,137740,Finance,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,United States,2013,687223,Capital Goods,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,,15558,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,,5723873,Consumer Non-Durables,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,2021,4358,,
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,,2014,110821,Finance,Trusts Except Educational Religious and Charitable
TPX,Tempur Sealy International Inc. Common Stock,United States,2003,1194596,Consumer Durables,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,United States,2009,10726,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,United States,,55361,Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co Common Stock,United States,,41739,Finance,Major Banks
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,,2021,1247,,
TREB,Trebia Acquisition Corp. Class A Ordinary Shares,United States,2020,85112,Finance,Business Services
TREC,Trecora Resources Common Stock,United States,,36257,,
TREX,Trex Company Inc. Common Stock,United States,,329605,,
TRGP,Targa Resources Inc. Common Stock,United States,2010,1160960,Public Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Ordinary Shares,United States,,185794,,
TRN,Trinity Industries Inc. Common Stock,United States,,325288,Capital Goods,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,2010,323492,Consumer Services,Real Estate Investment Trusts
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,,1138799,Basic Industries,Major Chemicals
TRP,TC Energy Corporation Common Stock,Canada,,977457,,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,Canada,,419404,,
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,,2021,2128,,
TRTN,Triton International Limited Common Shares,,2016,248069,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,,2568,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,,16157,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,,5596,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,,4022,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,,6404,,
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,2017,143102,Consumer Services,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,United States,,5771,,
TRU,TransUnion Common Stock,United States,2015,454676,Technology,Advertising
TRV,The Travelers Companies Inc. Common Stock,United States,,1139745,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,Luxembourg,,1322063,Basic Industries,Steel/Iron Ore
TSE,Trinseo PLC Ordinary Shares ,,2014,193728,Basic Industries,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,United States,,84196,Finance,Investment Managers
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,2014,142348,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,1997,6984611,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,,1314292,Consumer Non-Durables,Meat/Poultry/Fish
TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock,,2021,2402,,
TSQ,Townsquare Media Inc. Class A Common Stock,United States,2014,26644,Technology,Advertising
TT,Trane Technologies plc,Ireland,,1834546,Capital Goods,Industrial Machinery/Components
TTC,Toro Company (The) Common Stock,United States,,418477,Capital Goods,Tools/Hardware
TTE,TotalEnergies SE,France,,1919680,Energy,Oil & Gas Production
TTI,Tetra Technologies Inc. Common Stock,United States,,760904,Energy,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,India,,923761,Capital Goods,Auto Manufacturing
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,United States,2011,9395,Finance,Trusts Except Educational Religious and Charitable
TU,Telus Corporation Ordinary Shares,Canada,,913794,,
TUFN,Tufin Software Technologies Ltd. Ordinary Shares,,2019,221705,Technology,EDP Services
TUP,Tupperware Brands Corporation Common Stock,United States,,1294918,Consumer Non-Durables,Plastic Products
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,,2021,3140530,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A. Common Stock,Mexico,1993,1532315,Consumer Services,Broadcasting
TVC,Tennessee Valley Authority Common Stock,United States,,7991,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,United States,,14739,Public Utilities,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,United States,,445931,Capital Goods,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,United States,2016,2325416,Capital Goods,Industrial Machinery/Components
TWN,Taiwan Fund Inc. (The) Common Stock,United States,1986,28482,Finance,Trusts Except Educational Religious and Charitable
TWND,Tailwind Acquisition Corp. Class A Common Stock,,2020,1013,,
TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares,,2021,107,Finance,Business Services
TWNT,Tailwind Two Acquisition Corp. Class A Ordinary Shares,,2021,51643,,
TWO,Two Harbors Investment Corp,United States,,2817726,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),United States,,4383,,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,25304,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,12407,,
TWOA,two Class A Ordinary Shares,,2021,2791,Consumer Services,Real Estate Investment Trusts
TWTR,Twitter Inc. Common Stock,,2013,9972783,Technology,EDP Services
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg,,641371,Basic Industries,Steel/Iron Ore
TXT,Textron Inc. Common Stock,United States,,773518,Capital Goods,Aerospace
TY,Tri Continental Corporation Common Stock,United States,,39662,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,United States,,188,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,2004,58731,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,United States,,159712,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,United States,2020,6003770,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,United States,2016,2554677,Consumer Non-Durables,Apparel
UAA,Under Armour Inc. Class A Common Stock,United States,,8458268,Consumer Non-Durables,Apparel
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States,2011,27336,Basic Industries,Agricultural Chemicals
UBA,Urstadt Biddle Properties Inc. Common Stock,United States,,62201,Consumer Services,Real Estate Investment Trusts
UBER,Uber Technologies Inc. Common Stock,,2019,17089827,Technology,EDP Services
UBP,Urstadt Biddle Properties Inc. Common Stock,United States,,322,Consumer Services,Real Estate Investment Trusts
UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,United States,,1559,,
UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,United States,,3787,,
UBS,UBS Group AG Registered Ordinary Shares,Switzerland,2014,1613847,Finance,Major Banks
UDR,UDR Inc. Common Stock,United States,,1509732,Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States,2015,300833,Consumer Services,Real Estate Investment Trusts
UFI,Unifi Inc. New Common Stock,United States,,68786,,
UFS,Domtar Corporation (NEW) Common Stock,Canada,,481940,Basic Industries,Paper
UGI,UGI Corporation Common Stock,United States,,1101987,Public Utilities,Natural Gas Distribution
UGIC,UGI Corporation Corporate Units,United States,2021,142,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil,,1906156,Energy,Oil Refining/Marketing
UHS,Universal Health Services Inc. Common Stock,United States,,571625,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,,17117,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,,66863,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,,338387,Technology,EDP Services
UL,Unilever PLC Common Stock,United Kingdom,,2277634,Consumer Non-Durables,Package Goods/Cosmetics
UMC,United Microelectronics Corporation (NEW) Common Stock,Taiwan,,5550312,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,United States,,182445,Consumer Services,Real Estate Investment Trusts
UMH^C,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock  Liquidation Preference $25 per share,United States,,6143,,
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,United States,,8386,,
UNF,Unifirst Corporation Common Stock,United States,,36498,Miscellaneous,Business Services
UNFI,United Natural Foods Inc. Common Stock,United States,2019,266985,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),United States,,2248836,Health Care,Medical Specialities
UNM,Unum Group Common Stock,United States,,1915989,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,United States,2018,11598,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,United States,,2145666,Transportation,Railroads
UNVR,Univar Solutions Inc. Common Stock,United States,2015,583444,Basic Industries,Specialty Chemicals
UP,Wheels Up Experience Inc. Class A Common Stock,Singapore,2020,1839059,Transportation,Aerospace
UPH,UpHealth Inc. Common Stock,,2019,589631,Technology,Retail: Computer Software & Peripheral Equipment
UPS,United Parcel Service Inc. Common Stock,United States,1999,2518074,Transportation,Air Freight/Delivery Services
URI,United Rentals Inc. Common Stock,United States,1997,361709,Technology,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,United States,1986,560642,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,United States,2013,95482,Energy,Oilfield Services/Equipment
USB,U.S. Bancorp Common Stock,United States,,2862823,Finance,Major Banks
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,United States,,88,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,United States,,33336,,
USB^M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,United States,,74587,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,United States,,55754,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,United States,,57333,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,United States,,72041,,
USDP,USD Partners LP Common Units representing limited partner interest,United States,2014,69571,Transportation,Railroads
USER,UserTesting Inc. Common Stock,,2021,780170,Technology,Computer Software: Prepackaged Software
USFD,US Foods Holding Corp. Common Stock,United States,2016,1713331,Consumer Non-Durables,Food Distributors
USM,United States Cellular Corporation Common Stock,United States,1988,70714,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,United States,,43919,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc. Common Stock,United States,1992,123659,Health Care,Medical Specialities
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,United States,2018,73462,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,United States,2004,144517,Finance,Finance Companies
UTI,Universal Technical Institute Inc Common Stock,United States,2003,127519,,
UTL,UNITIL Corporation Common Stock,United States,,70836,Public Utilities,Power Generation
UTZ,Utz Brands Inc Class A Common Stock ,United States,2018,326465,Consumer Non-Durables,Specialty Foods
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,United States,,103050,Finance,Property-Casualty Insurers
UVV,Universal Corporation Common Stock,United States,,58011,Consumer Non-Durables,Tobacco
UWMC,UWM Holdings Corporation Class A Common Stock,United States,,3372013,Finance,Finance: Consumer Services
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,United States,2020,37947,Public Utilities,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,United States,2020,39273,Public Utilities,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,United States,2021,85483,Public Utilities,Telecommunications Equipment
V,Visa Inc.,United States,,12022748,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,United States,,119757,Consumer Services,Hotels/Resorts
VAL,Valaris Limited Common Shares,,2021,231465,Energy,Oil & Gas Production
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Brazil,,27066265,Basic Industries,Steel/Iron Ore
VAPO,Vapotherm Inc. Common Stock,United States,2018,141582,Health Care,Medical/Dental Instruments
VATE,INNOVATE Corp. Common Stock,United States,,66645,Consumer Services,Military/Government/Technical
VBF,Invesco Bond Fund Common Stock,United States,,8153,Finance,Trusts Except Educational Religious and Charitable
VCIF,Vertical Capital Income Fund Common Shares of Beneficial Interest,,2019,7734,Finance,Finance/Investors Services
VCRA,Vocera Communications Inc. Common Stock,United States,2012,338986,Capital Goods,Telecommunications Equipment
VCV,Invesco California Value Municipal Income Trust Common Stock,United States,,38615,Finance,Trusts Except Educational Religious and Charitable
VEC,Vectrus Inc. Common Stock,United States,2014,59928,,
VEEV,Veeva Systems Inc. Class A Common Stock,,2013,1054493,Health Care,Managed Health Care
VEL,Velocity Financial Inc. Common Stock,,2020,9245,Finance,Finance: Consumer Services
VET,Vermilion Energy Inc. Common (Canada),Canada,,961163,,
VFC,V.F. Corporation Common Stock,United States,,2351154,Consumer Non-Durables,Apparel
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,United States,2012,45319,Finance,Investment Managers
VGII,Virgin Group Acquisition Corp. II Class A Ordinary Shares,,2021,4545,,
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),United States,,47710,Finance,Trusts Except Educational Religious and Charitable
VGR,Vector Group Ltd. Common Stock,United States,,1076547,Consumer Non-Durables,Farming/Seeds/Milling
VHC,VirnetX Holding Corp Common Stock,United States,,573005,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc. Common Stock,United States,,5692,Basic Industries,Multi-Sector Companies
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,,2020,26760,Technology,Semiconductors
VICI,VICI Properties Inc. Common Stock,,2018,2979794,Consumer Services,Real Estate Investment Trusts
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,China,2012,8206580,Consumer Services,Catalog/Specialty Distribution
VIST,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,,2019,838905,Energy,Oil & Gas Production
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Brazil,2020,1047774,Public Utilities,Telecommunications Equipment
VKQ,Invesco Municipal Trust Common Stock,United States,,54144,Finance,Trusts Except Educational Religious and Charitable
