Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States,2004,64829,Finance,Investment Managers
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,United States,,573,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,255093,Finance,Finance Companies
ETN,Eaton Corporation PLC Ordinary Shares,Ireland,,1235941,Capital Goods,Industrial Machinery/Components
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,2004,45205,Finance,Investment Managers
ETR,Entergy Corporation Common Stock,United States,,1175894,Public Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation Common Stock ,,2018,2719931,Energy,Oilfield Services/Equipment
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,2005,269265,Finance,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,2005,108119,Finance,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A Common Stock,,2020,2925308,Technology,Computer Software: Prepackaged Software
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,,2013,8532,Finance,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2006,191046,Finance,Finance Companies
EURN,Euronav NV Ordinary Shares,,2015,886082,Transportation,Marine Transportation
EVA,Enviva Partners LP Common units representing limited partner interests,United States,2015,60006,,
EVC,Entravision Communications Corporation Common Stock,United States,2000,503328,Consumer Services,Broadcasting
EVF,Eaton Vance Senior Income Trust Common Stock,United States,1998,37410,Finance,Trusts Except Educational Religious and Charitable
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States,2005,37257,Finance,Investment Managers
EVH,Evolent Health Inc Class A Common Stock,United States,2015,212248,Health Care,Managed Health Care
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,1999,38016,Finance,Investment Managers
EVR,Evercore Inc. Class A Common Stock,United States,2006,337557,Finance,Investment Managers
EVRG,Evergy Inc. Common Stock,,2018,1360494,Public Utilities,Power Generation
EVRI,Everi Holdings Inc. Common Stock,United States,,434049,Consumer Services,Recreational Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,2003,49308,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,Puerto Rico,2013,171494,Technology,EDP Services
EW,Edwards Lifesciences Corporation Common Stock,United States,,2147897,Health Care,Industrial Specialties
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,United States,2010,32830,Finance,Trusts Except Educational Religious and Charitable
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,2007,470431,Finance,Finance Companies
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Canada,,1752594,,
EXP,Eagle Materials Inc Common Stock,United States,,225160,Capital Goods,Building Materials
EXPR,Express Inc. Common Stock,United States,2010,3135082,,
EXR,Extra Space Storage Inc Common Stock,United States,2004,524026,Consumer Services,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,United States,2015,222299,Technology,Diversified Commercial Services
F,Ford Motor Company Common Stock,United States,,77211445,Capital Goods,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,United States,,35990,,
F^C,Ford Motor Company 6% Notes due December 1 2059,United States,,32453,,
FACA,Figure Acquisition Corp. I Class A Common Stock,,2021,75,,
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,,2021,88921,Finance,Business Services
FAF,First American Corporation (New) Common Stock,United States,,390676,Finance,Specialty Insurers
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,United States,2006,53808,Finance,Finance/Investors Services
FBC,Flagstar Bancorp Inc. Common Stock,United States,,190847,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc. Common Stock,United States,,712912,Consumer Durables,Building Products
FBK,FB Financial Corporation Common Stock,United States,2016,57553,Finance,Major Banks
FBP,First BanCorp. New Common Stock,Puerto Rico,,2415172,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,,2021,172993,Consumer Services,Real Estate Investment Trusts
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,,2469,,
FC,Franklin Covey Company Common Stock,United States,,24351,Consumer Services,Professional Services
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,,2021,48949,Finance,Business Services
FCF,First Commonwealth Financial Corporation Common Stock,United States,,228100,Finance,Major Banks
FCN,FTI Consulting Inc. Common Stock,United States,,160707,Consumer Services,Professional Services
FCPT,Four Corners Property Trust Inc. Common Stock,United States,2015,574751,Consumer Services,Real Estate Investment Trusts
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023,United States,2018,21429,,
FCRX,First Eagle Alternative Capital BDC Inc. 5.000% Notes due 2026,United States,2021,105,,
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States,2004,131317,Finance,Finance Companies
FCX,Freeport-McMoRan Inc. Common Stock,United States,,13427662,Basic Industries,Precious Metals
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,,2015,37496,Finance,Trusts Except Educational Religious and Charitable
FDP,Fresh Del Monte Produce Inc. Common Stock,Cayman Islands,1997,76371,,Farming/Seeds/Milling
FDX,FedEx Corporation Common Stock,United States,,1645159,Transportation,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,United States,,1406403,Public Utilities,Electric Utilities: Central
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share,,2017,82142,Consumer Services,Other Consumer Services
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,,2012,137813,Finance,Finance/Investors Services
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.,China,2011,130770,Consumer Services,Broadcasting
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,United States,,13571,Finance,Investment Managers
FERG,Ferguson plc Ordinary Shares,,2021,9760,Consumer Durables,Industrial Machinery/Components
FET,Forum Energy Technologies Inc. Common Stock,United States,2012,23362,Energy,Metal Fabrications
FF,FutureFuel Corp.  Common shares,United States,,150889,Basic Industries,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,United States,2004,29192,Finance,Investment Managers
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,,2003,217753,Finance,Trusts Except Educational Religious and Charitable
FGB,First Trust Specialty Finance and Financial Opportunities Fund,United States,2007,34709,Finance,Finance/Investors Services
FHI,Federated Hermes Inc. Common Stock,United States,,369025,Finance,Investment Managers
FHN,First Horizon Corporation Common Stock,United States,,2161534,Finance,Major Banks
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,United States,,2509,,
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,United States,,405,,
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,United States,,4383,,
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,United States,,3072,,
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,United States,,7980,,
FHS,First High-School Education Group Co. Ltd. American Depositary Shares,,2021,395471,Consumer Services,Other Consumer Services
FICO,Fair Isaac Corproation Common Stock,United States,,216979,Technology,Computer Software: Prepackaged Software
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,United States,2011,12414,Finance,Finance/Investors Services
FIGS,FIGS Inc. Class A Common Stock,,2021,1929822,Consumer Non-Durables,Medical Specialities
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,2019,32054,Finance,Finance/Investors Services
FINV,FinVolution Group American Depositary Shares,United States,2017,1087173,Finance,Finance: Consumer Services
FIS,Fidelity National Information Services Inc. Common Stock,United States,,4470344,Miscellaneous,Business Services
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest,United States,2016,26875,Finance,Trusts Except Educational Religious and Charitable
FIX,Comfort Systems USA Inc. Common Stock,United States,1997,48757,Capital Goods,Engineering & Construction
FL,Foot Locker Inc.,United States,,2670320,Consumer Services,Clothing/Shoe/Accessory Stores
FLAG,First Light Acquisition Group Inc. Class A Common Stock,,2021,1400,,
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,United States,2003,42448,Finance,Trusts Except Educational Religious and Charitable
FLME,Flame Acquisition Corp. Class A Common Stock,,2021,1718,,
FLNG,FLEX LNG Ltd. Ordinary Shares,,2019,270184,Consumer Services,Marine Transportation
FLO,Flowers Foods Inc. Common Stock,United States,,1122358,Consumer Non-Durables,Farming/Seeds/Milling
FLOW,SPX FLOW Inc. Common Stock,United States,2015,259732,Capital Goods,Industrial Machinery/Components
FLR,Fluor Corporation Common Stock,United States,,1053575,Capital Goods,Oilfield Services/Equipment
FLS,Flowserve Corporation Common Stock,United States,,400682,Capital Goods,Fluid Controls
FLT,FleetCor Technologies Inc. Common Stock,United States,2010,600277,Technology,EDP Services
FLYA,SOAR Technology Acquisition Corp. Class A Ordinary Shares,,2021,11,,
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,United States,2020,9356,,
FMC,FMC Corporation Common Stock,United States,,456445,Basic Industries,Agricultural Chemicals
FMN,Federated Hermes Premier Municipal Income Fund,United States,2002,12036,Finance,Finance Companies
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest,United States,2004,12902,Finance,Trusts Except Educational Religious and Charitable
FMS,Fresenius Medical Care AG Common Stock,Germany,,698353,Health Care,Medical/Nursing Services
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Mexico,,763757,Consumer Non-Durables,Beverages (Production/Distribution)
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,United States,2005,584,Finance,Finance/Investors Services
FN,Fabrinet Ordinary Shares,Cayman Islands,2010,98763,Public Utilities,Telecommunications Equipment
FNA,Paragon 28 Inc. Common Stock,,2021,361534,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FNB,F.N.B. Corporation Common Stock,United States,,1224309,Finance,Major Banks
FNB^E,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,United States,,13762,,
FND,Floor & Decor Holdings Inc. Common Stock,,2017,394348,Consumer Services,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States,2014,1720668,Finance,Specialty Insurers
FNV,Franco-Nevada Corporation,Canada,,291064,,
FOA,Finance of America Companies Inc. Class A Common Stock,,2021,332195,Finance,Finance Companies
FOE,Ferro Corporation Common Stock,United States,,295039,Basic Industries,Paints/Coatings
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,United States,2006,33629,Finance,Finance/Investors Services
FOR,Forestar Group Inc Common Stock ,United States,2017,44526,Finance,Real Estate
FORG,ForgeRock Inc. Class A Common Stock,,2021,975013,Technology,Computer Software: Prepackaged Software
FOUR,Shift4 Payments Inc. Class A Common Stock,United States,2020,1461989,Technology,EDP Services
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,,2021,437442,Finance,Business Services
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,,2013,64495,Finance,Trusts Except Educational Religious and Charitable
FPH,Five Point Holdings LLC Class A Common Shares,United States,2017,444132,Consumer Services,Real Estate
FPI,Farmland Partners Inc. Common Stock,,2014,175874,Consumer Services,Real Estate Investment Trusts
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,,2014,73607,Finance,Trusts Except Educational Religious and Charitable
FR,First Industrial Realty Trust Inc. Common Stock,United States,1994,838805,Consumer Services,Real Estate Investment Trusts
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,United States,2003,107127,Finance,Trusts Except Educational Religious and Charitable
FRC,FIRST REPUBLIC BANK Common Stock,United States,,1223267,Finance,Commercial Banks
FRC^H,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.125% Noncumulative Perpetual Series H Preferred Stock par value $0.01 per share,United States,,11456,,
FRC^I,FIRST REPUBLIC BANK Depositary Shares each representing a 1/40th interest in a share of 5.50% Noncumulative Perpetual Series I Preferred Stock par value $0.01 per share,United States,,5053,,
FRC^J,FIRST REPUBLIC BANK Depositary Shares Each Representing a 1/40th Interest in a Share of 4.70% Noncumulative Perpetual Series J Preferred Stock,United States,,21366,,
